5.97157,5.97418,5.96792,5.97579,5.96696,5.97619,5.97043,5.9738,5.97692,5.97069,5.97932,5.96994,5.97741,5.97086,5.97413,5.97241,5.97076,5.97418,5.96792,5.97579,5.96696,5.97619,5.97043,5.9738,5.97692,5.97069,5.97932,5.96994,5.97741,5.97086,5.97404
5.47408,5.47837,5.4674,5.48175,5.46591,5.48342,5.47279,5.47945,5.48521,5.47306,5.48868,5.47116,5.48434,5.4725,5.4782,5.47513,5.47226,5.47837,5.4674,5.48175,5.46591,5.48342,5.47279,5.47945,5.48521,5.47306,5.48868,5.47116,5.48434,5.4725,5.47841
4.75328,4.75935,4.7427,4.76538,4.74034,4.76995,4.75225,4.76431,4.774,4.75238,4.77748,4.74865,4.76887,4.75043,4.75896,4.75429,4.75,4.75935,4.7427,4.76538,4.74034,4.76995,4.75225,4.76431,4.774,4.75238,4.77748,4.74865,4.76887,4.75043,4.75979
3.8379,3.84591,3.82218,3.85573,3.81766,3.86649,3.83694,3.85958,3.87604,3.83687,3.87615,3.83074,3.86003,3.83332,3.84523,3.83866,3.8327,3.84591,3.82218,3.85573,3.81766,3.86649,3.83694,3.85958,3.87604,3.83687,3.87615,3.83074,3.86003,3.83332,3.84697
2.76414,2.77419,2.74187,2.78867,2.7316,2.81178,2.75924,2.80734,2.83739,2.7602,2.82211,2.75291,2.7937,2.75742,2.77323,2.7646,2.75675,2.77419,2.74187,2.78867,2.7316,2.81178,2.75924,2.80734,2.83739,2.7602,2.82211,2.75291,2.7937,2.75742,2.77611
1.57457,1.58632,1.54495,1.60438,1.52164,1.64607,1.54055,1.66852,1.72964,1.55618,1.65387,1.55695,1.61062,1.56568,1.58533,1.57498,1.56527,1.58632,1.54495,1.60438,1.52164,1.64607,1.54055,1.66852,1.72964,1.55618,1.65387,1.55695,1.61062,1.56568,1.58938
0.317594,0.330054,0.282306,0.347201,0.240645,0.39073,0.144455,0.458252,0.600539,0.263097,0.403372,0.292546,0.355933,0.307283,0.32949,0.318419,0.307506,0.330054,0.282306,0.347201,0.240645,0.39073,0.144455,0.458252,0.600539,0.263097,0.403372,0.292546,0.355933,0.307283,0.334322
-0.953347,-0.941505,-0.989164,-0.929806,-1.03699,-0.916995,-1.18551,-1.09908,-0.870024,-1.02927,-0.885749,-0.981847,-0.918366,-0.963528,-0.941384,-0.951818,-0.962692,-0.941505,-0.989164,-0.929806,-1.03699,-0.916995,-1.18551,-1.09908,-0.870024,-1.02927,-0.885749,-0.981847,-0.918366,-0.963528,-0.936557
-2.18338,-2.1731,-2.21406,-2.16682,-2.25009,-2.17214,-2.28583,-2.24348,-2.16768,-2.24071,-2.1393,-2.20854,-2.15499,-2.19192,-2.17251,-2.18133,-2.1909,-2.1731,-2.21406,-2.16682,-2.25009,-2.17214,-2.28583,-2.24348,-2.16768,-2.24071,-2.1393,-2.20854,-2.15499,-2.19192,-2.16849
-3.32109,-3.31268,-3.3441,-3.30936,-3.36573,-3.31649,-3.37071,-3.34874,-3.31645,-3.35541,-3.29275,-3.33944,-3.29947,-3.32733,-3.31201,-3.3189,-3.3265,-3.31268,-3.3441,-3.30936,-3.36573,-3.31649,-3.37071,-3.34874,-3.31645,-3.35541,-3.29275,-3.33944,-3.29947,-3.32733,-3.30918
