6.31747,6.70966,6.79965,6.88964,6.74885,6.60806,6.56236,6.51666,6.43218,6.3477,6.27387,6.20003,6.14163,6.08324,6.04983,6.01643,6.01321,6.01,6.03708,6.06416,6.11883,6.1735,6.24181,6.31012,6.40204,6.49396,6.53726,6.58056,6.64746,6.71437,7.19296
5.44785,5.42363,5.34093,5.25824,5.27545,5.29266,5.32075,5.34884,5.36381,5.37877,5.40146,5.42415,5.44194,5.45973,5.47232,5.48491,5.48988,5.49486,5.49168,5.48849,5.47705,5.46561,5.44969,5.43376,5.40976,5.38576,5.36973,5.35371,5.34776,5.34182,5.20375
4.73706,4.79174,4.80199,4.81224,4.82317,4.8341,4.82533,4.81657,4.81106,4.80555,4.8007,4.79585,4.79013,4.7844,4.78033,4.77625,4.77383,4.77141,4.77119,4.77097,4.77289,4.77481,4.77888,4.78295,4.78692,4.79088,4.80261,4.81434,4.7935,4.77265,4.87305
3.8127,3.87382,3.85489,3.83595,3.83477,3.8336,3.83315,3.8327,3.83507,3.83745,3.83868,3.83992,3.84137,3.84281,3.84418,3.84554,3.8464,3.84727,3.84766,3.84806,3.8477,3.84735,3.84695,3.84655,3.844,3.84145,3.84434,3.84723,3.83085,3.81447,3.86574
2.72711,2.7961,2.77908,2.76206,2.7678,2.77354,2.77309,2.77265,2.77243,2.77221,2.77166,2.77112,2.77079,2.77046,2.77007,2.76968,2.76937,2.76906,2.76892,2.76878,2.76866,2.76854,2.76909,2.76964,2.76838,2.76712,2.77316,2.77919,2.7591,2.739,2.81233
1.53166,1.60681,1.58737,1.56793,1.57263,1.57732,1.57576,1.57419,1.57451,1.57482,1.57489,1.57497,1.5751,1.57522,1.57532,1.57541,1.5755,1.57559,1.57568,1.57577,1.57569,1.57561,1.57598,1.57636,1.57482,1.57328,1.57874,1.5842,1.56353,1.54287,1.61821
0.273241,0.351034,0.330427,0.30982,0.31525,0.32068,0.319374,0.318067,0.318469,0.318871,0.318752,0.318633,0.318618,0.318602,0.318572,0.318542,0.318512,0.318481,0.318483,0.318485,0.318379,0.318272,0.318647,0.319022,0.317584,0.316146,0.321695,0.327245,0.306386,0.285527,0.363635
-0.996382,-0.919037,-0.939923,-0.960809,-0.955225,-0.949642,-0.951139,-0.952636,-0.952268,-0.951901,-0.952003,-0.952105,-0.952068,-0.952032,-0.952029,-0.952026,-0.952022,-0.952019,-0.951992,-0.951966,-0.952045,-0.952124,-0.951787,-0.95145,-0.952783,-0.954117,-0.948914,-0.943711,-0.963827,-0.983943,-0.907136
-2.22518,-2.15147,-2.17181,-2.19216,-2.18661,-2.18105,-2.18255,-2.18405,-2.18364,-2.18323,-2.18334,-2.18344,-2.18341,-2.18339,-2.1834,-2.18341,-2.18341,-2.18341,-2.1834,-2.18339,-2.18346,-2.18352,-2.18324,-2.18296,-2.18412,-2.18529,-2.1806,-2.17591,-2.19447,-2.21304,-2.14048
-3.3629,-3.29583,-3.31479,-3.33375,-3.32846,-3.32316,-3.32462,-3.32608,-3.32569,-3.32529,-3.3254,-3.32551,-3.32548,-3.32545,-3.32546,-3.32546,-3.32546,-3.32546,-3.32545,-3.32544,-3.32549,-3.32554,-3.32532,-3.32509,-3.32605,-3.327,-3.32302,-3.31905,-3.3353,-3.35155,-3.28625
-4.36293,-4.30526,-4.32206,-4.33886,-4.33404,-4.32923,-4.33059,-4.33195,-4.33157,-4.33119,-4.33129,-4.3314,-4.33137,-4.33134,-4.33135,-4.33135,-4.33135,-4.33135,-4.33135,-4.33134,-4.33137,-4.3314,-4.33125,-4.3311,-4.3318,-4.3325,-4.3294,-4.3263,-4.33957,-4.35284,-4.29747
-5.18435,-5.13843,-5.15238,-5.16633,-5.16219,-5.15805,-5.15925,-5.16046,-5.16011,-5.15977,-5.15987,-5.15997,-5.15994,-5.15991,-5.15992,-5.15993,-5.15992,-5.15992,-5.15992,-5.15992,-5.15993,-5.15994,-5.15987,-5.15979,-5.16021,-5.16063,-5.15853,-5.15644,-5.16619,-5.17593,-5.13275
-5.79352,-5.76123,-5.77176,-5.7823,-5.779,-5.7757,-5.7767,-5.7777,-5.77741,-5.77711,-5.7772,-5.77728,-5.77726,-5.77723,-5.77724,-5.77725,-5.77724,-5.77724,-5.77725,-5.77725,-5.77724,-5.77723,-5.77724,-5.77724,-5.77736,-5.77748,-5.77647,-5.77547,-5.78129,-5.78712,-5.7579
-6.1655,-6.14816,-6.15485,-6.16153,-6.15921,-6.1569,-6.15765,-6.15841,-6.15817,-6.15793,-6.15801,-6.15808,-6.15806,-6.15803,-6.15804,-6.15805,-6.15804,-6.15804,-6.15805,-6.15806,-6.15803,-6.15799,-6.15808,-6.15817,-6.15799,-6.1578,-6.15793,-6.15805,-6.15971,-6.16138,-6.14732
-6.28506,-6.28339,-6.28595,-6.28851,-6.28727,-6.28603,-6.28651,-6.28698,-6.28682,-6.28665,-6.28671,-6.28676,-6.28674,-6.28673,-6.28673,-6.28674,-6.28673,-6.28673,-6.28674,-6.28676,-6.28671,-6.28665,-6.28682,-6.28699,-6.2865,-6.28602,-6.28727,-6.28852,-6.28596,-6.2834,-6.28506
-6.14732,-6.16138,-6.15971,-6.15805,-6.15793,-6.15781,-6.15799,-6.15817,-6.15808,-6.15799,-6.15803,-6.15806,-6.15805,-6.15804,-6.15804,-6.15805,-6.15804,-6.15803,-6.15806,-6.15808,-6.15801,-6.15793,-6.15817,-6.15841,-6.15765,-6.15689,-6.15921,-6.16153,-6.15485,-6.14817,-6.1655
-5.7579,-5.78712,-5.78129,-5.77546,-5.77647,-5.77748,-5.77736,-5.77724,-5.77723,-5.77723,-5.77724,-5.77725,-5.77725,-5.77724,-5.77724,-5.77725,-5.77724,-5.77723,-5.77726,-5.77728,-5.7772,-5.77711,-5.77741,-5.7777,-5.7767,-5.7757,-5.779,-5.7823,-5.77176,-5.76123,-5.79352
-5.13275,-5.17593,-5.16618,-5.15644,-5.15853,-5.16063,-5.16021,-5.15979,-5.15987,-5.15994,-5.15993,-5.15992,-5.15992,-5.15992,-5.15992,-5.15993,-5.15992,-5.15991,-5.15994,-5.15996,-5.15987,-5.15977,-5.16012,-5.16046,-5.15925,-5.15805,-5.16219,-5.16633,-5.15238,-5.13843,-5.18435
-4.29747,-4.35284,-4.33957,-4.3263,-4.3294,-4.3325,-4.3318,-4.3311,-4.33125,-4.3314,-4.33137,-4.33134,-4.33135,-4.33135,-4.33135,-4.33136,-4.33135,-4.33134,-4.33137,-4.3314,-4.33129,-4.33119,-4.33157,-4.33195,-4.33059,-4.32922,-4.33404,-4.33886,-4.32206,-4.30526,-4.36293
-3.28625,-3.35155,-3.3353,-3.31905,-3.32302,-3.327,-3.32605,-3.32509,-3.32532,-3.32554,-3.32549,-3.32544,-3.32545,-3.32546,-3.32546,-3.32546,-3.32545,-3.32544,-3.32547,-3.3255,-3.32539,-3.32529,-3.32569,-3.32608,-3.32462,-3.32316,-3.32846,-3.33375,-3.31479,-3.29583,-3.3629
